ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Plot Number,District,Project Description,Employment (Operational),proposal_url,Village Code,Employment (Construction),KML URLs
131031350,New,SIA/JK/MIN/543084/2025,2025-06-28T12:56:11.876+00:00,,DELISTED_BY_SYSTEM,2.0,100.0,MOHAMMAD RAINA,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral River Bed Material (RBM) Mining Project Block No. 24, Sheikpora Trenz Bridge Upstream Nallah Rambaira District - Shopian JK UT",JAMMU AND KASHMIR,Shopian,Aglar Charat,,JKEIAA/2021/527/6655-68,,Non - Linear,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-28T13:02:38.988+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shupiyan,"Minor Mineral River Bed Material (RBM) Mining Project Block No. 24, Sheikpora Trenz Bridge Upstream Nallah Rambaira District - Shopian JK UT",4050.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=131031350,003326,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=131031022&refType=caf&uuid=607bd2fc-2a8c-4525-9195-2084ae9f86ba&version=1.0
131030967,New,SIA/JK/MIN/543083/2025,2025-06-28T12:50:44.668+00:00,,DELISTED_BY_SYSTEM,2.73,131.2,SHRI RAVI KUMAR GAUTAM S/O SHRI MADAN MOHAN,,Application for Validity Extension of EC- Form-6,OTHER,,,"RBM (River Bed Material) Minor Mineral Block Mining Project, Block- 15",JAMMU AND KASHMIR,Kupwara,Bohi Pora,,DCK/ARA/25/168/816,block-15,Non - Linear,2.73,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-28T12:58:02.679+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,block-15,Kupwara,"RBM (River Bed Material) Minor Mineral Block Mining Project, Block- 15 an area of 2.73 ha At Bohipora Bridge to Gushi Bridge Upstream Kehmil Nallah, Tehsil & District Kupwara,  J&K (U.T.)",2700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=131030967,58,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5677951&refType=caf&uuid=5134dc48-a9f2-47d6-9553-05bc678700a5&version=1.1
131029721,New,SIA/JK/MIN/543081/2025,2025-06-28T12:24:49.001+00:00,,DELISTED_BY_SYSTEM,4.33,106.15,KIMAT LAL S/O KOHLA RAM,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral River Bed Mineral (RBM) Block-05 at Khumbriyal bridge to Crusher Point Gaib Shah Downstream Pohru Nallah, Tehsil & District- Kupwara, J&K(U.T.)",JAMMU AND KASHMIR,Kupwara,Khumriyal,,DCK/ARA/25/168/816,BLOCK-5,Non - Linear,4.33,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-28T12:36:37.778+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK-5,Kupwara,"Minor Mineral River Bed Mineral (RBM) Block-05 at Khumbriyal bridge to Crusher Point Gaib Shah Downstream Pohru Nallah, Tehsil & District- Kupwara, J&K(U.T.)",2700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=131029721,50,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5704501&refType=caf&uuid=457f87bf-702c-4b04-9731-90abbc62bb3c&version=1.0
131010649,New,FP/JK/WATER/543062/2025,2025-06-28T08:52:20.905+00:00,,DELISTED_BY_SYSTEM,0.61,190.42,Jal Shakti Department,,Forest clearance form,,,,WSS Bela Bala (II),JAMMU AND KASHMIR,Mandi,Loran,,,,Non - Linear,0.6,0.01,0.61,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-28T09:12:18.386+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lok Nirman Bhawan Poonch Jal Shakti (PHE) Office 185101,Poonch,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Punch,WSS  Bela Bala is a water supply scheme proposed under JJM in Loran Distt. Poonch,365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=131010649,001147,510.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=131010251&refType=caf&uuid=8672cfd9-7624-4784-87da-45a0a5f11af3&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=131010251&refType=FC&uuid=fa61900c-7948-4fe6-9bf4-6c048db2ff35&version=1.0
130998888,New,FP/JK/REDIV/543031/2025,2025-06-28T05:56:19.691+00:00,,Pending at UA for DFO EDS Reply,1.0,292.25,28 AMMUNITION COMPANY,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,Construction of 01 x Amn Lab and allied infra to carry out repair and breakdown of Amn at 28 Ammunition Company(Chak-kigam),JAMMU AND KASHMIR,Handwara,Forest Block,,,8 kandi,Hybrid,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,not applicable,NO,NO,NO,2025-07-17T18:30:00.000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 AMN COY, CHAK-KIGAM , KUPWARA",CHAKKIGAM,1,Central Government (Department/Autonomous body),"OFFICER COMMANDING, 28 AMMUNITION COMPANY",Chakkigam,1,,8 kandi,Kupwara,Construction of 01 x Amn Lab and allied infra to carry put repair and breakdown of amn at 28 Ammunition Company,750.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130998888,000122,750.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130443264&refType=caf&uuid=d19c2c6f-c413-4df9-ae27-be73853ef75e&version=1.0
130951849,New,SIA/JK/INFRA2/542969/2025,2025-06-27T10:18:17.686+00:00,,DELISTED_BY_SYSTEM,6.87,9700.0,CEF JAMMU ENERGY PRIVATE LIMITED,,Environment clearance form,EC,B1,,"Integrated Solid Waste Management at Bhalwal village Jammu district, Jammu & Kashmir",JAMMU AND KASHMIR,Jammu,Bhalwal (CT),,JKEAC/2024/68,"2215,2270,2271,2272,2276, 2289, 2290,2291,2292,2293, 2305 , 2307, 2308,2309, 2321 , 2322, 2323, 2324, 2326, 2373 ",Non - Linear,6.87,0.0,6.87,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"As per the site selection criteria prescribed by SWM 2016 the selected site appropriate based on the easy accessibility, approachability, transportation of waste, location advantage, proximity to the city limits, connectivity to nearby city, water availability and manpower availability etc.",NO,NO,NO,2025-07-05T05:50:29.112+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2215,2270,2271,2272,2276, 2289, 2290,2291,2292,2293, 2305 , 2307, 2308,2309, 2321 , 2322, 2323, 2324, 2326, 2373 ",Jammu,"The proposed project intervention involves setting up of a Compressed Biogas Plant with a Feeding Capacity of 350 TPD using Municipal Solid Waste to produce 7,700 kg/day of Compressed Biogas and 7,858 kg/day of Solid Organic Manure.",37500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130951849,005963,16800.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=83351837&refType=caf&uuid=059b8f77-21c4-499f-8585-57bef900e3d0&version=1.0
130846924,New,FP/JK/HYD/IRRIG/542825/2025,2025-06-26T06:39:27.416+00:00,,Pending at UA for DFO EDS Reply,2.31,2800.0,"JAMMU AND KASHMIR ENERGY DEVELOPMENT AGENCY (JAKEDA), S&T DEPTT. J&K",,Forest clearance form,,,,Sonmarg  Hydro Electric Power Station,JAMMU AND KASHMIR,Kangan,Sonamarg,,,,Non - Linear,1.6,0.71,2.31,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-08T11:24:40.153+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemina Srinagar New rehari jammu,Sonamarg,1,State Government (Department/Autonomous body),Assistant Engineer,BEMINA,1,,,Ganderbal,Sonmarg Hydro Electric Power Station,317250.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130846924,002923,87984.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130785727&refType=caf&uuid=d45cf359-9dd5-4356-be46-c8697040272e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=130785727&refType=FC&uuid=7574b29c-e001-4847-8da0-3dad55f2900d&version=1.0
130676727,New,SIA/JK/MIN/542549/2025,2025-06-24T07:44:46.085+00:00,,DELISTED_BY_SYSTEM,0.75,80.0,ABDUL RASHID WANI,,Application for EC for Mining of Minor Minerals of Mine Lease (0-5 HA) - Form-2 ,EC,B2,,Ordinary Earth  (Clay) Block (Area - 0.75 ha.),JAMMU AND KASHMIR,Kulgam,Subhan Pahari,,,,Non - Linear,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-24T08:40:18.860+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J&K,,1,Individual,Project proponent,,1,,,Kulgam,"MINOR MINERAL ORDINARY EARTH (CLAY) BLOCK OVER AN AREA OF 0.75 HECTARES AT VILLAGE JABLEEPORA KAREWA TEHSIL BIJBEHARA DISTRICT, ANANTNAG, JAMMU AND KASHMIR",2700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130676727,003634,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130667600&refType=caf&uuid=f483488a-e845-4a86-b77e-3942b5575b2f&version=1.0
130564140,New,SIA/JK/MIN/542423/2025,2025-06-23T08:07:02.214+00:00,,Under Verification,9.08,211.83,KESARI NANDAN,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-15, Area of 9.08 ha at Ans River Upstream Narloo Bridge, District Reasi, JK UT (Plan-VI) in favor of Shri Kesri Nandan Mines R/o- Logate Tehsil & District Kathua, J.K. U.T.",JAMMU AND KASHMIR,Gool-Gulabgarh,Arnas,,JKEIAA/2021/486/7405-19,,Non - Linear,9.08,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T13:18:47.349+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,"Minor Mineral (River Bed Material) Mining Project Block-15, Area of 9.08 ha at Ans River Downstream Narloo Bridge, District Reasi, JK UT (Plan-VI) in favor of Shri Kesri Nandan Mines ",6750.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130564140,005211,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130563884&refType=caf&uuid=0a836da1-0632-4b0b-94f5-033ea90f7371&version=1.0
130562484,New,SIA/JK/MIN/542414/2025,2025-06-23T07:51:15.321+00:00,,Under Verification,7.43,355.0,RATTAN LAL JALLA,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-23, Area of 7.43 ha at Chenab River, Village- Pandhal and Jeri area, Tehsil & District Reasi, J&K U.T in favor of Shri Rattan Lal Jalla, S/O Shri Satlal Jalla R/O Roop Nagar, Jammu, J&K U.T. ",JAMMU AND KASHMIR,Akhnoor,Ardhan(Atonan),,JKEIAA/2020/215/2958-71,,Non - Linear,7.43,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T13:04:25.559+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu,"Minor Mineral (River Bed Material) Mining Project Block-23, Area of 7.43 ha at Chenab River, Village- Pandhal and Jeri area, Tehsil & District Reasi, J&K U.T in favor of Shri Rattan Lal Jalla, S/O Shri Satlal Jalla R/O Roop Nagar, Jammu, J&K U.T. ",5400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130562484,005450,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130562123&refType=caf&uuid=947f5993-2a86-4467-8257-b7a552450df6&version=1.0
130560788,New,SIA/JK/MIN/542410/2025,2025-06-23T07:38:30.987+00:00,,Under Verification,7.51,350.0,JUGESH AGGARWAL,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-22, Area of 7.51 ha At Chenab River, Village- Pandhal and Jeri area, Tehsil & District Reasi, J&K U.T in favor of Shri Jugesh Aggarwal, S/O Shri Ram Chand R/O Anandpur, Pathankot, Punjab",JAMMU AND KASHMIR,Akhnoor,Ardhan(Atonan),,JKEIAA/2020/212/2944-57,,Non - Linear,7.51,0.0,7.51,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T12:46:56.313+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu,"Minor Mineral (River Bed Material) Mining Project Block-22, Area of 7.51 ha At Chenab River, Village- Pandhal and Jeri area, Tehsil & District Reasi, J&K U.T in favor of Shri Jugesh Aggarwal, S/O Shri Ram Chand R/O Anandpur, Pathankot, Punjab",5400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130560788,005450,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130560519&refType=caf&uuid=e6a61649-97fc-4a22-b1d5-72141c1d8dd0&version=1.0
130470391,New,SIA/JK/MIN/542279/2025,2025-06-21T06:50:51.596+00:00,,DELISTED_BY_SYSTEM,0.6,100.0,M/S MUSTAQ UL ISLAM,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral Block 10 J-Ching Adigan Bridge Downstream Vishu Nallah, Village, Chingi Adigan Tehsil D.H. Pora District: Kulgam, J.K.U.T. under proposal over an area of 0.60 ha.",JAMMU AND KASHMIR,Shopian,Bata Pora Niladang,,JKEIAA/2020/359/7255-69,,Non - Linear,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-21T07:06:15.020+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shupiyan,"Minor Mineral Block 10 J-Ching Adigan Bridge Downstream Vishu Nallah, Village, Chingi Adigan Tehsil D.H. Pora District: Kulgam, J.K.U.T. under proposal over an area of 0.60 ha.",2700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130470391,003473,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130469513&refType=caf&uuid=8d8b4d74-6275-42ce-87dc-e8b5e7ad616d&version=1.0
130464031,New,SIA/JK/MIN/542261/2025,2025-06-21T05:39:17.282+00:00,,Under Verification,5.16,122.51,M/S SINGH MINERALS PATHANKOT,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-17, Area of 5.16 ha at Ans River Upstream Narloo Bridge, District Reasi, JK UT in favor of M/S Singh Minerals R/o- Near Kali Mata, Mandir, Pathankot, Punjab ",JAMMU AND KASHMIR,Reasi,Palasah (Un-inhabited),,JKEIAA/2021/522/7389-7404,,Non - Linear,5.16,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-08-11T07:59:04.200+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,"Minor Mineral (River Bed Material) Mining Project Block-17, Area of 5.16 ha at Ans River Upstream Narloo Bridge, District Reasi, JK UT in favor of M/S Singh Minerals ",5400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130464031,005238,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130463757&refType=caf&uuid=4abac2de-eca0-4fde-8122-905bbce939dd&version=1.0
130404449,New,SIA/JK/MIN/542199/2025,2025-06-20T08:47:48.094+00:00,,Proposal Accepted and Referred to SEAC,7.35,106.37,SHIVA MINERALS PUNJAB,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project, Block-12, Area of 7.35 ha Ans River Downstream Narloo Bridge, District-Reasi (Plan-III), J&K U.T. in favor of M/S Shiva Minerals R/O Near Focal Point Peer Baba Chowk, Malikpur, Pathankot, Punjab",JAMMU AND KASHMIR,Reasi,Salal,,JKEAC/2025/141,,Non - Linear,7.35,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T10:25:28.617+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,"Minor Mineral (River Bed Material) Mining Project, Block-12, Area of 7.35 ha Ans River Downstream Narloo Bridge, District-Reasi (Plan-III), J&K U.T. in favor of M/S Shiva Minerals",5400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130404449,005271,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130403861&refType=caf&uuid=89f7bcc2-defa-4be8-8a83-00b9ed4851f0&version=1.0
130399585,New,SIA/JK/MIN/542187/2025,2025-06-20T08:00:42.158+00:00,,Proposal Accepted and Referred to SEAC,5.0,300.0,KARANVIR SINGH,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-26, Area of 5.0 ha At River Chenab,Downstream Baradari Bridge (Kans Khosan Area) , Tehsil & District Reasi, J&K U.T. in favor of Shri Karanvir Singh S/O Shri Surinder Singh",JAMMU AND KASHMIR,Reasi,Bhabar Rosyalan,,JKEAC/2025/143,,Non - Linear,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T11:09:33.197+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,"Minor Mineral (River Bed Material) Mining Project Block-26, Area of 5.0 ha At River Chenab,Downstream Baradari Bridge (Kans Khosan Area) , Tehsil & District Reasi, J&K U.T. in favor of Shri Karanvir Singh S/O Shri Surinder Singh",4860.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130399585,005361,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130398935&refType=caf&uuid=fdb327e3-c06d-4db6-8287-1b7f2a84de97&version=1.0
130396886,New,SIA/JK/MIN/542181/2025,2025-06-20T07:44:49.043+00:00,,Proposal Accepted and Referred to SEAC,7.91,114.51,SAI MINES,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project Block-2, Area of 7.91 ha at Tanda, Seri Khad, Village-Tanda, District-Reasi (J&K) U.T. in favor of M/S Sai Mines R/O Logate, Kathua, J&K U.T.",JAMMU AND KASHMIR,Akhnoor,Pail,,JKEAC/2025/142,,Non - Linear,7.91,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T10:47:12.353+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu,"Minor Mineral (River Bed Material) Mining Project Block-2, Area of 7.91 ha at Tanda, Seri Khad, Village-Tanda, District-Reasi (J&K) U.T. in favor of M/S Sai Mines R/O Logate, Kathua, J&K U.T.",5400.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130396886,005443,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130388904&refType=caf&uuid=ce560f84-2838-4061-b985-98efe35799e4&version=1.0
130395933,New,SIA/JK/MIN/542179/2025,2025-06-20T07:39:19.797+00:00,,Proposal Accepted and Referred to SEAC,3.85,117.81,KARANVIR SINGH,,Application for Validity Extension of EC- Form-6,OTHER,,,"Minor Mineral (River Bed Material) Mining Project, Block-4, Area of 3.85 ha; at Anji Khad Upstream Sula Park Bridge, District - Reasi, JK UT in favor of Shri Karanvir Singh R/O Lane No-3, Shaheed Udham Singh Nagar,Pathankot, Punjab",JAMMU AND KASHMIR,Reasi,Aghar Balian,,JKEAC/2025/140,,Non - Linear,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-18T10:24:06.632+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,"Minor Mineral (River Bed Material) Mining Project, Block-4, Area of 3.85 ha; at Anji Khad Upstream Sula Park Bridge, District - Reasi, JK UT in favor of Shri Karanvir Singh R/O Lane No-3, Shaheed Udham Singh Nagar,Pathankot, Punjab",4320.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130395933,005302,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130394138&refType=caf&uuid=f02556b4-afe0-482e-8a69-76d0261d5334&version=1.0
130223706,New,FP/JK/ROAD/541941/2025,2025-06-18T11:22:05.204+00:00,,Pending at UA due to EDS by DFO,1.308,263.0,Public Works Department,,Forest clearance form,,,, CONSTRUCTION  OF ROAD FROM  SADHEEN TO  LINK ROAD  BHOLA SIDH,JAMMU AND KASHMIR,Reasi,Sadheen,,,,Linear,0.603,0.705,1.308,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-18T11:40:01.576+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PWD Office, Gadal, Tehsil & District Reasi",SUDHEEN,1,State Government (Department/Autonomous body),XEN,,1,,,Reasi,ROAD,44165.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130223706,005324,44165.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130221214&refType=caf&uuid=a729ebc4-13bc-42ea-bd73-7501294f097b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=130221214&refType=FC&uuid=2cd86037-0c6a-4433-9590-8f5519bc5c8c&version=1.0
130125248,New,FP/JK/ROAD/541736/2025,2025-06-17T09:39:05.343+00:00,,DELISTED_BY_SYSTEM,1.825,755.85,FAYAZ AHMAD WANI,,Forest clearance form,,,,Upgradation of Brandub Mirpati Khamoh road incld. Lone Mohalla and Mir Mohalla at Khamoh under NABARD RIDF XXVIII OF LENGTH 5.0 KMS,JAMMU AND KASHMIR,Baramulla,Sheern Abad (Sheri Narawaw),,,,Non - Linear,1.387,0.438,1.825,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-18T11:13:32.763+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINI SECERTRIATE WATERGAM RAFIABAD,Brandub Rohama rafiabad watergam,1,State Government (Department/Autonomous body),Assistant Engineer (civil),Brandub Rohama rafiabad watergam ,1,,,Baramula,"construction/upgradation of road connectivity to unconnected area which are include horticulture land and agriculture land ,",2665960.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130125248,002425,183925.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130019777&refType=caf&uuid=c09941d6-0b10-4745-9853-3fc8a45b088f&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=130019777&refType=FC&uuid=6d44be95-de97-4334-ab48-fc7f400d5d7a&version=1.3
130123596,New,FP/JK/ROAD/541734/2025,2025-06-17T09:29:40.443+00:00,,Pending at UA for DFO EDS Reply,1.2,453.62,OFFICE OF THE EXECUTIVE ENGINEER PWD R&B DIVISION BILLAWAR,,Forest clearance form,,,,Construction of road from Dhar road(kadia Nallah) upto Nilyat Bowli and Jamia Masjid in village Kalyal (under NABARD RIDF XXIX),JAMMU AND KASHMIR,Billawar,Kilyal,,,,Linear,0.462,0.738,1.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-14T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PWD rest office,Near Busstand Billawar",Billawar,1,State Government (Department/Autonomous body),Executive Engineer,Billawar,1,,,Kathua,"The proposed road of 2kms  connects village ludera,sonana chora,upper kayal having large ST population.",14610.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130123596,001669,3750.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130117142&refType=caf&uuid=249428e7-cd10-4dbe-bdf9-68b2db79abc2&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=130117142&refType=FC&uuid=b4ecb391-4b82-4e1a-8630-02adef1b7181&version=1.0
